Index,rvec_x,rvec_y,rvec_z,tvec_x,tvec_y,tvec_z,f,error
0,1.5329463454503365,-1.5333025107469953,0.9614986725485273,0.0024408502461756854,0.11500286381042005,9.761428911163337,892.7350921104396,
1,1.5319946892824816,-1.534451946124932,0.9635741604958183,-0.002095509041953748,0.11450697523238068,9.847489156251722,1188.6148318500805,
2,1.5325039804700429,-1.5335051040943921,0.962303679399621,0.0008749109323856813,0.11495379189631637,9.813986643025292,1318.1486463378935,
3,1.532089240239008,-1.534021847868275,0.9630727121529354,-0.0014492194515533657,0.11463516424360677,9.840257912022555,1390.584899583463,
4,1.5327169656171162,-1.5329635299399802,0.9613259607268875,-0.0007695074017546768,0.11472027732323092,9.817775506701974,1418.3090660331338,
5,1.5343206832052818,-1.5303984619637183,0.9572413325129158,0.0013169858197438604,0.11511308865648888,9.789775571181954,1427.0435857628117,
6,1.5354945318282989,-1.5287976845364737,0.9544273517277052,-0.0019798111054245044,0.11523241350094307,9.893951805020968,1453.473341530229,
7,1.535169399728142,-1.5297498969520615,0.9554466338720591,-0.003867849873804882,0.11496995409887428,9.835095205360787,1444.5879513758598,
8,1.535050664080099,-1.5307631834966131,0.9564436484803545,0.0003536869501283604,0.11550639089243989,9.91926141400784,1462.837748832559,
9,1.5334577249223698,-1.53432966790576,0.9611015157310256,0.0026171150160417627,0.11551435029039701,9.916001171827038,1464.3957561511181,
10,1.5331560086598317,-1.5351246532772758,0.9623561977631383,-0.001776155405937218,0.11506694495874854,9.90546250310264,1464.6276635084996,
11,1.531519846427439,-1.5367068354327942,0.9658910575317645,0.004751030588577861,0.1148838849159721,9.747001731727918,1439.5062025362256,
12,1.5310763147613957,-1.535104264193816,0.9658591665011365,0.005846109792116663,0.11426636578183878,9.640571703994668,1424.6593049484952,
13,1.5310226929543065,-1.5355163061126467,0.9661934840477087,0.0004322743052173321,0.1137917373305729,9.558269023266831,1410.8058466263658,
14,1.5308604351650297,-1.5356540355969406,0.966528313441119,0.0044528575735487755,0.11406612086346538,9.525680132090075,1406.9818786934534,
15,1.530843193616055,-1.5355312221066428,0.966470071899379,0.003779976531726751,0.11390269679060078,9.506465184252768,1404.2054986463036,
16,1.5310298728478855,-1.5356789485065507,0.966179242122629,0.002264833891026475,0.11392556990802476,9.501235339535052,1402.4127339265726,
17,1.5316414891678052,-1.5354459902285844,0.9649469239831182,0.00041928722541665985,0.11419364195533274,9.554293294904273,1410.8140075869408,
18,1.5326505967542223,-1.5322279766023106,0.9615641747393485,0.001779278524472644,0.11436430613261964,9.652384763116508,1429.992293762562,
19,1.532462389866249,-1.5328659743311779,0.9620862396595883,0.0005084553740583944,0.1142711420257922,9.63190050108297,1425.247169663791,
20,1.5323319117349032,-1.5332096726656401,0.9625307302501497,0.0010608829160018752,0.11422205825007556,9.601213539199971,1419.5051104360693,
21,1.5319169749884063,-1.5345780781301301,0.9639933726762849,0.0025095099075359215,0.1142458390144371,9.532948557192114,1406.0645598371689,
22,1.5316449559422034,-1.5359852871739517,0.9651931896055629,0.0003427232727949213,0.11422868643598545,9.534027251545256,1405.1452568836582,
23,1.5316713415235286,-1.5351415409707887,0.9646072292349666,0.0005879344432624039,0.11422571274257573,9.572939940196218,1412.016665952188,
24,1.5328568484632281,-1.5319378776421229,0.9609747499941556,-0.000526769630789538,0.11439576066611117,9.711971571718909,1437.7815073609531,
25,1.5325823156200835,-1.53242606067886,0.9615340415293127,0.0007676135170441162,0.11453016071274476,9.723200681632855,1438.3554371848393,
26,1.532468481206746,-1.5327255899759886,0.9618866304720961,0.0009223457634559603,0.11455931577142892,9.744779230322505,1441.1612364901541,
27,1.53233014836303,-1.5333043052566422,0.9624774287732518,0.0016345392616785414,0.11474887796963837,9.784381394755254,1447.6770016490784,
28,1.5316615394974855,-1.534670327426718,0.9642402400816651,0.0008833842665437031,0.11471239537634424,9.83883577658504,1458.0358010081684,
29,1.5320477146339628,-1.5333691148687458,0.962963509402305,0.00030755248330454536,0.1146027945668698,9.798311330576405,1449.9405453995264,
30,1.532195666102235,-1.532919190603201,0.9624327487323797,0.0002502730738510603,0.11458321034738533,9.780839444659366,1446.62698484348,
