frameId;frame_main;frame_calib;frame_above;swimmerId;swimmerName;eventX;eventY;event;anno_type;custom_event;Temps (s);distance (m)
806;371;806;806;0;A;19.9967;5.2586;track;interp;;13.45;19.9967
807;372;807;807;0;A;19.9691;5.2637;track;interp;;13.46;19.9691
808;373;808;808;0;A;19.9416;5.2688;track;interp;;13.48;19.9416
809;374;809;809;0;A;19.9418;5.3165;track;interp;;13.5;19.9418
810;375;810;810;0;A;19.9142;5.3216;track;interp;;13.51;19.9142
811;376;811;811;0;A;19.9143;5.3695;track;interp;;13.53;19.9143
812;377;812;812;0;A;19.8867;5.3746;track;interp;;13.55;19.8867
813;378;813;813;0;A;19.859;5.3797;track;interp;;13.56;19.859
814;379;814;814;0;A;19.859;5.4278;track;interp;;13.58;19.859
815;380;815;815;0;A;19.8313;5.4329;track;interp;;13.6;19.8313
816;381;816;816;0;A;19.8036;5.438;track;interp;;13.61;19.8036
817;382;817;817;0;A;19.8036;5.4863;track;interp;;13.63;19.8036
818;383;818;818;0;A;19.7758;5.4914;track;interp;;13.65;19.7758
819;384;819;819;0;A;19.7757;5.5398;track;interp;;13.66;19.7757
820;385;820;820;0;A;18.8237;3.3021;track;click;;13.68;18.8237
821;386;821;821;0;A;18.8237;3.3021;track;interp;;13.7;18.8237
822;387;822;822;0;A;18.8237;3.3021;track;interp;;13.71;18.8237
823;388;823;823;0;A;18.8471;3.3375;track;interp;;13.73;18.8471
824;389;824;824;0;A;18.8471;3.3375;track;interp;;13.75;18.8471
825;390;825;825;0;A;18.8471;3.3375;track;interp;;13.76;18.8471
826;391;826;826;0;A;18.8471;3.3375;track;interp;;13.78;18.8471
827;392;827;827;0;A;18.8471;3.3375;track;interp;;13.8;18.8471
828;393;828;828;0;A;18.8706;3.373;track;interp;;13.81;18.8706
829;394;829;829;0;A;18.8706;3.373;track;interp;;13.83;18.8706
830;395;830;830;0;A;18.8706;3.373;track;interp;;13.85;18.8706
831;396;831;831;0;A;18.8706;3.373;track;interp;;13.86;18.8706
832;397;832;832;0;A;18.8706;3.373;track;interp;;13.88;18.8706
833;398;833;833;0;A;18.8943;3.4086;track;interp;;13.9;18.8943
834;399;834;834;0;A;18.8943;3.4086;track;interp;;13.91;18.8943
835;400;835;835;0;A;18.8943;3.4086;track;interp;;13.93;18.8943
836;401;836;836;0;A;18.8943;3.4086;track;interp;;13.95;18.8943
837;402;837;837;0;A;18.8943;3.4086;track;interp;;13.96;18.8943
838;403;838;838;0;A;18.918;3.4444;track;interp;;13.98;18.918
839;404;839;839;0;A;18.918;3.4444;track;interp;;14;18.918
840;405;840;840;0;A;18.918;3.4444;track;interp;;14.01;18.918
841;406;841;841;0;A;18.918;3.4444;track;interp;;14.03;18.918
842;407;842;842;0;A;18.918;3.4444;track;interp;;14.05;18.918
843;408;843;843;0;A;18.9418;3.4803;track;interp;;14.06;18.9418
844;409;844;844;0;A;18.9418;3.4803;track;interp;;14.08;18.9418
845;410;845;845;0;A;18.9418;3.4803;track;interp;;14.1;18.9418
846;411;846;846;0;A;18.9418;3.4803;track;interp;;14.11;18.9418
847;412;847;847;0;A;18.9418;3.4803;track;interp;;14.13;18.9418
848;413;848;848;0;A;18.9656;3.5163;track;interp;;14.15;18.9656
849;414;849;849;0;A;18.9656;3.5163;track;interp;;14.16;18.9656
850;415;850;850;0;A;18.9656;3.5163;track;interp;;14.18;18.9656
851;416;851;851;0;A;18.9656;3.5163;track;interp;;14.2;18.9656
852;417;852;852;0;A;18.9656;3.5163;track;interp;;14.21;18.9656
853;418;853;853;0;A;18.9896;3.5524;track;interp;;14.23;18.9896
854;419;854;854;0;A;18.9896;3.5524;track;interp;;14.25;18.9896
855;420;855;855;0;A;18.9896;3.5524;track;interp;;14.26;18.9896
856;421;856;856;0;A;18.9896;3.5524;track;interp;;14.28;18.9896
857;422;857;857;0;A;18.9896;3.5524;track;interp;;14.3;18.9896
858;423;858;858;0;A;19.0136;3.5887;track;interp;;14.31;19.0136
859;424;859;859;0;A;19.0136;3.5887;track;interp;;14.33;19.0136
860;425;860;860;0;A;19.0136;3.5887;track;interp;;14.35;19.0136
861;426;861;861;0;A;19.0136;3.5887;track;interp;;14.36;19.0136
862;427;862;862;0;A;19.0391;3.5839;track;interp;;14.38;19.0391
863;428;863;863;0;A;19.0633;3.6203;track;interp;;14.4;19.0633
864;429;864;864;0;A;19.0633;3.6203;track;interp;;14.41;19.0633
865;430;865;865;0;A;19.0633;3.6203;track;interp;;14.43;19.0633
866;431;866;866;0;A;19.0633;3.6203;track;interp;;14.45;19.0633
867;432;867;867;0;A;19.0633;3.6203;track;interp;;14.46;19.0633
868;433;868;868;0;A;19.0875;3.6568;track;interp;;14.48;19.0875
869;434;869;869;0;A;19.0875;3.6568;track;interp;;14.5;19.0875
870;435;870;870;0;A;19.0875;3.6568;track;interp;;14.51;19.0875
871;436;871;871;0;A;19.0875;3.6568;track;interp;;14.53;19.0875
872;437;872;872;0;A;19.0875;3.6568;track;interp;;14.55;19.0875
873;438;873;873;0;A;19.1119;3.6934;track;interp;;14.56;19.1119
874;439;874;874;0;A;19.1119;3.6934;track;interp;;14.58;19.1119
875;440;875;875;0;A;19.1119;3.6934;track;interp;;14.6;19.1119
876;441;876;876;0;A;19.1119;3.6934;track;interp;;14.61;19.1119
877;442;877;877;0;A;19.1119;3.6934;track;interp;;14.63;19.1119
878;443;878;878;0;A;19.1363;3.7302;track;interp;;14.65;19.1363
879;444;879;879;0;A;19.1363;3.7302;track;interp;;14.66;19.1363
880;445;880;880;0;A;19.1363;3.7302;track;interp;;14.68;19.1363
881;446;881;881;0;A;19.1363;3.7302;track;interp;;14.7;19.1363
882;447;882;882;0;A;19.1363;3.7302;track;interp;;14.71;19.1363
883;448;883;883;0;A;19.1609;3.7671;track;interp;;14.73;19.1609
884;449;884;884;0;A;19.1609;3.7671;track;interp;;14.75;19.1609
885;450;885;885;0;A;19.1609;3.7671;track;interp;;14.76;19.1609
886;451;886;886;0;A;19.1609;3.7671;track;interp;;14.78;19.1609
887;452;887;887;0;A;19.1609;3.7671;track;interp;;14.8;19.1609
888;453;888;888;0;A;19.1855;3.8042;track;interp;;14.81;19.1855
889;454;889;889;0;A;19.1855;3.8042;track;interp;;14.83;19.1855
890;455;890;890;0;A;19.1855;3.8042;track;interp;;14.85;19.1855
891;456;891;891;0;A;19.1855;3.8042;track;interp;;14.86;19.1855
892;457;892;892;0;A;19.1855;3.8042;track;interp;;14.88;19.1855
893;458;893;893;0;A;19.1855;3.8042;track;interp;;14.9;19.1855
894;459;894;894;0;A;19.2102;3.8414;track;interp;;14.91;19.2102
895;460;895;895;0;A;19.2102;3.8414;track;interp;;14.93;19.2102
896;461;896;896;0;A;19.2102;3.8414;track;interp;;14.95;19.2102
897;462;897;897;0;A;19.2102;3.8414;track;interp;;14.96;19.2102
898;463;898;898;0;A;19.2102;3.8414;track;interp;;14.98;19.2102
899;464;899;899;0;A;19.235;3.8787;track;interp;;15;19.235
900;465;900;900;0;A;19.235;3.8787;track;interp;;15.02;19.235
901;466;901;901;0;A;19.235;3.8787;track;interp;;15.03;19.235
902;467;902;902;0;A;19.235;3.8787;track;interp;;15.05;19.235
903;468;903;903;0;A;19.235;3.8787;track;interp;;15.07;19.235
904;469;904;904;0;A;19.2598;3.9161;track;interp;;15.08;19.2598
905;470;905;905;0;A;19.2598;3.9161;track;interp;;15.1;19.2598
906;471;906;906;0;A;19.2598;3.9161;track;interp;;15.12;19.2598
907;472;907;907;0;A;19.2598;3.9161;track;interp;;15.13;19.2598
908;473;908;908;0;A;19.2598;3.9161;track;interp;;15.15;19.2598
909;474;909;909;0;A;19.2848;3.9537;track;interp;;15.17;19.2848
910;475;910;910;0;A;19.2848;3.9537;track;interp;;15.18;19.2848
911;476;911;911;0;A;19.2848;3.9537;track;interp;;15.2;19.2848
912;477;912;912;0;A;19.2848;3.9537;track;interp;;15.22;19.2848
913;478;913;913;0;A;19.2848;3.9537;track;interp;;15.23;19.2848
914;479;914;914;0;A;19.3099;3.9915;track;interp;;15.25;19.3099
915;480;915;915;0;A;19.3099;3.9915;track;interp;;15.27;19.3099
916;481;916;916;0;A;19.3099;3.9915;track;interp;;15.28;19.3099
917;482;917;917;0;A;19.3099;3.9915;track;interp;;15.3;19.3099
918;483;918;918;0;A;19.3099;3.9915;track;interp;;15.32;19.3099
919;484;919;919;0;A;19.335;4.0293;track;interp;;15.33;19.335
920;485;920;920;0;A;19.335;4.0293;track;interp;;15.35;19.335
921;486;921;921;0;A;19.335;4.0293;track;interp;;15.37;19.335
922;487;922;922;0;A;19.335;4.0293;track;interp;;15.38;19.335
923;488;923;923;0;A;19.335;4.0293;track;interp;;15.4;19.335
924;489;924;924;0;A;19.3603;4.0673;track;interp;;15.42;19.3603
925;490;925;925;0;A;19.3603;4.0673;track;interp;;15.43;19.3603
926;491;926;926;0;A;19.3603;4.0673;track;interp;;15.45;19.3603
927;492;927;927;0;A;19.3603;4.0673;track;interp;;15.47;19.3603
928;493;928;928;0;A;19.3603;4.0673;track;interp;;15.48;19.3603
929;494;929;929;0;A;19.3856;4.1055;track;interp;;15.5;19.3856
930;495;930;930;0;A;19.3856;4.1055;track;interp;;15.52;19.3856
931;496;931;931;0;A;19.3856;4.1055;track;interp;;15.53;19.3856
932;497;932;932;0;A;19.3856;4.1055;track;interp;;15.55;19.3856
933;498;933;933;0;A;19.3856;4.1055;track;interp;;15.57;19.3856
934;499;934;934;0;A;19.411;4.1437;track;interp;;15.58;19.411
935;500;935;935;0;A;19.411;4.1437;track;interp;;15.6;19.411
936;501;936;936;0;A;19.411;4.1437;track;interp;;15.62;19.411
937;502;937;937;0;A;19.411;4.1437;track;interp;;15.63;19.411
938;503;938;938;0;A;19.411;4.1437;track;interp;;15.65;19.411
939;504;939;939;0;A;19.4366;4.1822;track;interp;;15.67;19.4366
940;505;940;940;0;A;19.4366;4.1822;track;interp;;15.68;19.4366
941;506;941;941;0;A;19.4366;4.1822;track;interp;;15.7;19.4366
942;507;942;942;0;A;19.4366;4.1822;track;interp;;15.72;19.4366
943;508;943;943;0;A;19.4366;4.1822;track;interp;;15.73;19.4366
944;509;944;944;0;A;19.4622;4.2207;track;interp;;15.75;19.4622
945;510;945;945;0;A;19.4622;4.2207;track;interp;;15.77;19.4622
946;511;946;946;0;A;19.4885;4.2158;track;interp;;15.78;19.4885
947;512;947;947;0;A;19.4885;4.2158;track;interp;;15.8;19.4885
948;513;948;948;0;A;19.4885;4.2158;track;interp;;15.82;19.4885
949;514;949;949;0;A;19.5143;4.2545;track;interp;;15.83;19.5143
950;515;950;950;0;A;19.5143;4.2545;track;interp;;15.85;19.5143
951;516;951;951;0;A;19.5143;4.2545;track;interp;;15.87;19.5143
952;517;952;952;0;A;19.5143;4.2545;track;interp;;15.88;19.5143
953;518;953;953;0;A;19.5143;4.2545;track;interp;;15.9;19.5143
954;519;954;954;0;A;19.5401;4.2933;track;interp;;15.92;19.5401
955;520;955;955;0;A;19.5401;4.2933;track;interp;;15.93;19.5401
956;521;956;956;0;A;19.5401;4.2933;track;interp;;15.95;19.5401
957;522;957;957;0;A;19.5401;4.2933;track;interp;;15.97;19.5401
958;523;958;958;0;A;19.5401;4.2933;track;interp;;15.98;19.5401
959;524;959;959;0;A;19.5661;4.3323;track;interp;;16;19.5661
960;525;960;960;0;A;19.5661;4.3323;track;interp;;16.02;19.5661
961;526;961;961;0;A;19.5661;4.3323;track;interp;;16.03;19.5661
962;527;962;962;0;A;19.5661;4.3323;track;interp;;16.05;19.5661
963;528;963;963;0;A;19.5661;4.3323;track;interp;;16.07;19.5661
964;529;964;964;0;A;19.5921;4.3714;track;interp;;16.08;19.5921
965;530;965;965;0;A;19.5921;4.3714;track;interp;;16.1;19.5921
966;531;966;966;0;A;19.5921;4.3714;track;interp;;16.12;19.5921
967;532;967;967;0;A;19.5921;4.3714;track;interp;;16.13;19.5921
968;533;968;968;0;A;19.5921;4.3714;track;interp;;16.15;19.5921
969;534;969;969;0;A;19.6183;4.4107;track;interp;;16.17;19.6183
970;535;970;970;0;A;19.6183;4.4107;track;interp;;16.18;19.6183
971;536;971;971;0;A;19.6183;4.4107;track;interp;;16.2;19.6183
972;537;972;972;0;A;19.6183;4.4107;track;interp;;16.22;19.6183
973;538;973;973;0;A;19.6183;4.4107;track;interp;;16.23;19.6183
974;539;974;974;0;A;19.6445;4.4501;track;interp;;16.25;19.6445
975;540;975;975;0;A;19.6445;4.4501;track;interp;;16.27;19.6445
976;541;976;976;0;A;19.6445;4.4501;track;interp;;16.28;19.6445
977;542;977;977;0;A;19.6445;4.4501;track;interp;;16.3;19.6445
978;543;978;978;0;A;19.6445;4.4501;track;interp;;16.32;19.6445
979;544;979;979;0;A;19.6708;4.4897;track;interp;;16.33;19.6708
980;545;980;980;0;A;19.6708;4.4897;track;interp;;16.35;19.6708
981;546;981;981;0;A;19.6708;4.4897;track;interp;;16.37;19.6708
982;547;982;982;0;A;19.6708;4.4897;track;interp;;16.38;19.6708
983;548;983;983;0;A;19.6708;4.4897;track;interp;;16.4;19.6708
984;549;984;984;0;A;19.6973;4.5294;track;interp;;16.42;19.6973
985;550;985;985;0;A;19.6973;4.5294;track;interp;;16.43;19.6973
986;551;986;986;0;A;19.6973;4.5294;track;interp;;16.45;19.6973
987;552;987;987;0;A;19.6973;4.5294;track;interp;;16.47;19.6973
988;553;988;988;0;A;19.6973;4.5294;track;interp;;16.48;19.6973
989;554;989;989;0;A;19.7238;4.5693;track;interp;;16.5;19.7238
990;555;990;990;0;A;19.7238;4.5693;track;interp;;16.52;19.7238
991;556;991;991;0;A;19.7238;4.5693;track;interp;;16.53;19.7238
992;557;992;992;0;A;19.7238;4.5693;track;interp;;16.55;19.7238
993;558;993;993;0;A;19.7238;4.5693;track;interp;;16.57;19.7238
994;559;994;994;0;A;19.7505;4.6093;track;interp;;16.58;19.7505
995;560;995;995;0;A;19.7505;4.6093;track;interp;;16.6;19.7505
996;561;996;996;0;A;19.7505;4.6093;track;interp;;16.62;19.7505
997;562;997;997;0;A;19.7505;4.6093;track;interp;;16.63;19.7505
998;563;998;998;0;A;19.7505;4.6093;track;interp;;16.65;19.7505
999;564;999;999;0;A;19.7772;4.6494;track;interp;;16.67;19.7772
1000;565;1000;1000;0;A;19.7772;4.6494;track;interp;;16.68;19.7772
1001;566;1001;1001;0;A;19.7772;4.6494;track;interp;;16.7;19.7772
1002;567;1002;1002;0;A;19.7772;4.6494;track;interp;;16.72;19.7772
1003;568;1003;1003;0;A;19.7772;4.6494;track;interp;;16.73;19.7772
1004;569;1004;1004;0;A;19.804;4.6898;track;interp;;16.75;19.804
1005;570;1005;1005;0;A;19.804;4.6898;track;interp;;16.77;19.804
1006;571;1006;1006;0;A;19.804;4.6898;track;interp;;16.78;19.804
1007;572;1007;1007;0;A;19.804;4.6898;track;interp;;16.8;19.804
1008;573;1008;1008;0;A;19.804;4.6898;track;interp;;16.82;19.804
1009;574;1009;1009;0;A;19.831;4.7302;track;interp;;16.83;19.831
1010;575;1010;1010;0;A;19.831;4.7302;track;interp;;16.85;19.831
1011;576;1011;1011;0;A;19.831;4.7302;track;interp;;16.87;19.831
1012;577;1012;1012;0;A;19.831;4.7302;track;interp;;16.88;19.831
1013;578;1013;1013;0;A;19.831;4.7302;track;interp;;16.9;19.831
1014;579;1014;1014;0;A;19.858;4.7708;track;interp;;16.92;19.858
1015;580;1015;1015;0;A;19.858;4.7708;track;interp;;16.93;19.858
1016;581;1016;1016;0;A;19.858;4.7708;track;interp;;16.95;19.858
1017;582;1017;1017;0;A;19.858;4.7708;track;interp;;16.97;19.858
1018;583;1018;1018;0;A;19.858;4.7708;track;interp;;16.98;19.858
1019;584;1019;1019;0;A;19.8852;4.8116;track;interp;;17;19.8852
1020;585;1020;1020;0;A;19.8852;4.8116;track;interp;;17.02;19.8852
1021;586;1021;1021;0;A;19.8852;4.8116;track;interp;;17.03;19.8852
1022;587;1022;1022;0;A;19.8852;4.8116;track;interp;;17.05;19.8852
1023;588;1023;1023;0;A;19.8852;4.8116;track;interp;;17.07;19.8852
1024;589;1024;1024;0;A;19.9124;4.8525;track;interp;;17.08;19.9124
1025;590;1025;1025;0;A;19.9124;4.8525;track;interp;;17.1;19.9124
1026;591;1026;1026;0;A;19.9124;4.8525;track;interp;;17.12;19.9124
1027;592;1027;1027;0;A;19.9124;4.8525;track;interp;;17.13;19.9124
1028;593;1028;1028;0;A;19.9124;4.8525;track;interp;;17.15;19.9124
1029;594;1029;1029;0;A;19.9124;4.8525;track;interp;;17.17;19.9124
1030;595;1030;1030;0;A;19.9669;4.8886;track;interp;;17.18;19.9669
1031;596;1031;1031;0;A;19.9669;4.8886;track;interp;;17.2;19.9669
1032;597;1032;1032;0;A;19.9669;4.8886;track;interp;;17.22;19.9669
1033;598;1033;1033;0;A;19.9669;4.8886;track;interp;;17.23;19.9669
1034;599;1034;1034;0;A;19.9669;4.8886;track;interp;;17.25;19.9669
1035;600;1035;1035;0;A;19.9944;4.9298;track;interp;;17.27;19.9944
1036;601;1036;1036;0;A;19.9944;4.9298;track;interp;;17.28;19.9944
1037;602;1037;1037;0;A;19.9944;4.9298;track;interp;;17.3;19.9944
1038;603;1038;1038;0;A;19.9944;4.9298;track;interp;;17.32;19.9944
1039;604;1039;1039;0;A;19.9944;4.9298;track;interp;;17.33;19.9944
1040;605;1040;1040;0;A;20.022;4.9712;track;interp;;17.35;20.022
1041;606;1041;1041;0;A;20.022;4.9712;track;interp;;17.37;20.022
1042;607;1042;1042;0;A;20.022;4.9712;track;interp;;17.38;20.022
1043;608;1043;1043;0;A;20.022;4.9712;track;interp;;17.4;20.022
1044;609;1044;1044;0;A;20.022;4.9712;track;interp;;17.42;20.022
1045;610;1045;1045;0;A;20.0498;5.0127;track;interp;;17.43;20.0498
1046;611;1046;1046;0;A;20.0498;5.0127;track;interp;;17.45;20.0498
1047;612;1047;1047;0;A;20.0498;5.0127;track;interp;;17.47;20.0498
1048;613;1048;1048;0;A;20.0498;5.0127;track;interp;;17.48;20.0498
1049;614;1049;1049;0;A;20.0498;5.0127;track;interp;;17.5;20.0498
1050;615;1050;1050;0;A;20.0776;5.0544;track;interp;;17.52;20.0776
1051;616;1051;1051;0;A;20.0776;5.0544;track;interp;;17.53;20.0776
1052;617;1052;1052;0;A;20.0776;5.0544;track;interp;;17.55;20.0776
1053;618;1053;1053;0;A;20.0776;5.0544;track;interp;;17.57;20.0776
1054;619;1054;1054;0;A;20.0776;5.0544;track;interp;;17.58;20.0776
1055;620;1055;1055;0;A;20.1055;5.0963;track;interp;;17.6;20.1055
1056;621;1056;1056;0;A;20.1055;5.0963;track;interp;;17.62;20.1055
1057;622;1057;1057;0;A;20.1055;5.0963;track;interp;;17.63;20.1055
1058;623;1058;1058;0;A;20.1055;5.0963;track;interp;;17.65;20.1055
1059;624;1059;1059;0;A;20.1055;5.0963;track;interp;;17.67;20.1055
1060;625;1060;1060;0;A;20.1336;5.1383;track;interp;;17.68;20.1336
1061;626;1061;1061;0;A;20.1336;5.1383;track;interp;;17.7;20.1336
1062;627;1062;1062;0;A;20.1336;5.1383;track;interp;;17.72;20.1336
1063;628;1063;1063;0;A;20.1336;5.1383;track;interp;;17.73;20.1336
1064;629;1064;1064;0;A;20.1336;5.1383;track;interp;;17.75;20.1336
1065;630;1065;1065;0;A;20.1617;5.1805;track;interp;;17.77;20.1617
1066;631;1066;1066;0;A;20.1617;5.1805;track;interp;;17.78;20.1617
1067;632;1067;1067;0;A;20.1617;5.1805;track;interp;;17.8;20.1617
1068;633;1068;1068;0;A;20.1617;5.1805;track;interp;;17.82;20.1617
1069;634;1069;1069;0;A;20.1617;5.1805;track;interp;;17.83;20.1617
1070;635;1070;1070;0;A;20.19;5.2229;track;interp;;17.85;20.19
1071;636;1071;1071;0;A;20.19;5.2229;track;interp;;17.87;20.19
1072;637;1072;1072;0;A;20.19;5.2229;track;interp;;17.88;20.19
1073;638;1073;1073;0;A;20.19;5.2229;track;interp;;17.9;20.19
1074;639;1074;1074;0;A;20.19;5.2229;track;interp;;17.92;20.19
1075;640;1075;1075;0;A;20.2183;5.2654;track;interp;;17.93;20.2183
1076;641;1076;1076;0;A;20.2183;5.2654;track;interp;;17.95;20.2183
1077;642;1077;1077;0;A;20.2183;5.2654;track;interp;;17.97;20.2183
1078;643;1078;1078;0;A;20.2183;5.2654;track;interp;;17.98;20.2183
1079;644;1079;1079;0;A;20.2183;5.2654;track;interp;;18;20.2183
1080;645;1080;1080;0;A;20.2468;5.3081;track;interp;;18.02;20.2468
1081;646;1081;1081;0;A;20.2468;5.3081;track;interp;;18.03;20.2468
1082;647;1082;1082;0;A;20.2468;5.3081;track;interp;;18.05;20.2468
1083;648;1083;1083;0;A;20.2468;5.3081;track;interp;;18.07;20.2468
1084;649;1084;1084;0;A;20.2468;5.3081;track;interp;;18.08;20.2468
1085;650;1085;1085;0;A;20.2754;5.3509;track;interp;;18.1;20.2754
1086;651;1086;1086;0;A;20.2754;5.3509;track;interp;;18.12;20.2754
1087;652;1087;1087;0;A;20.2754;5.3509;track;interp;;18.13;20.2754
1088;653;1088;1088;0;A;20.2754;5.3509;track;interp;;18.15;20.2754
1089;654;1089;1089;0;A;20.2754;5.3509;track;interp;;18.17;20.2754
1090;655;1090;1090;0;A;20.3041;5.3939;track;interp;;18.18;20.3041
1091;656;1091;1091;0;A;20.3041;5.3939;track;interp;;18.2;20.3041
1092;657;1092;1092;0;A;20.3041;5.3939;track;interp;;18.22;20.3041
1093;658;1093;1093;0;A;20.3041;5.3939;track;interp;;18.23;20.3041
1094;659;1094;1094;0;A;20.3041;5.3939;track;interp;;18.25;20.3041
1095;660;1095;1095;0;A;20.3329;5.4371;track;interp;;18.27;20.3329
1096;661;1096;1096;0;A;20.3329;5.4371;track;interp;;18.28;20.3329
1097;662;1097;1097;0;A;20.3329;5.4371;track;interp;;18.3;20.3329
1098;663;1098;1098;0;A;20.3329;5.4371;track;interp;;18.32;20.3329
1099;664;1099;1099;0;A;20.3329;5.4371;track;interp;;18.33;20.3329
1100;665;1100;1100;0;A;20.3618;5.4804;track;interp;;18.35;20.3618
1101;666;1101;1101;0;A;20.3618;5.4804;track;interp;;18.37;20.3618
1102;667;1102;1102;0;A;20.3618;5.4804;track;interp;;18.39;20.3618
1103;668;1103;1103;0;A;20.3618;5.4804;track;interp;;18.4;20.3618
1104;669;1104;1104;0;A;20.3618;5.4804;track;interp;;18.42;20.3618
1105;670;1105;1105;0;A;20.3908;5.5239;track;interp;;18.44;20.3908
1106;671;1106;1106;0;A;20.3908;5.5239;track;interp;;18.45;20.3908
1107;672;1107;1107;0;A;20.3908;5.5239;track;interp;;18.47;20.3908
1108;673;1108;1108;0;A;20.3908;5.5239;track;interp;;18.49;20.3908
1109;674;1109;1109;0;A;20.3908;5.5239;track;interp;;18.5;20.3908
1110;675;1110;1110;0;A;20.42;5.5676;track;interp;;18.52;20.42
1111;676;1111;1111;0;A;20.42;5.5676;track;interp;;18.54;20.42
1112;677;1112;1112;0;A;20.42;5.5676;track;interp;;18.55;20.42
1113;678;1113;1113;0;A;20.448;5.5625;track;interp;;18.57;20.448
1114;679;1114;1114;0;A;20.448;5.5625;track;interp;;18.59;20.448
1115;680;1115;1115;0;A;20.4773;5.6063;track;interp;;18.6;20.4773
1116;681;1116;1116;0;A;20.4773;5.6063;track;interp;;18.62;20.4773
1117;682;1117;1117;0;A;20.4773;5.6063;track;interp;;18.64;20.4773
1118;683;1118;1118;0;A;20.4773;5.6063;track;interp;;18.65;20.4773
1119;684;1119;1119;0;A;20.4773;5.6063;track;interp;;18.67;20.4773
1120;685;1120;1120;0;A;20.5068;5.6503;track;interp;;18.69;20.5068
1121;686;1121;1121;0;A;20.5068;5.6503;track;interp;;18.7;20.5068
1122;687;1122;1122;0;A;20.5068;5.6503;track;interp;;18.72;20.5068
1123;688;1123;1123;0;A;20.5068;5.6503;track;interp;;18.74;20.5068
1124;689;1124;1124;0;A;20.5068;5.6503;track;interp;;18.75;20.5068
1125;690;1125;1125;0;A;20.5363;5.6945;track;interp;;18.77;20.5363
1126;691;1126;1126;0;A;20.5363;5.6945;track;interp;;18.79;20.5363
1127;692;1127;1127;0;A;20.5363;5.6945;track;interp;;18.8;20.5363
1128;693;1128;1128;0;A;20.5363;5.6945;track;interp;;18.82;20.5363
1129;694;1129;1129;0;A;20.5363;5.6945;track;interp;;18.84;20.5363
1130;695;1130;1130;0;A;20.566;5.7389;track;interp;;18.85;20.566
1131;696;1131;1131;0;A;20.566;5.7389;track;interp;;18.87;20.566
1132;697;1132;1132;0;A;20.566;5.7389;track;interp;;18.89;20.566
1133;698;1133;1133;0;A;20.566;5.7389;track;interp;;18.9;20.566
1134;699;1134;1134;0;A;20.566;5.7389;track;interp;;18.92;20.566
1135;700;1135;1135;0;A;20.5958;5.7834;track;interp;;18.94;20.5958
1136;701;1136;1136;0;A;20.5958;5.7834;track;interp;;18.95;20.5958
1137;702;1137;1137;0;A;20.5958;5.7834;track;interp;;18.97;20.5958
1138;703;1138;1138;0;A;20.5958;5.7834;track;interp;;18.99;20.5958
1139;704;1139;1139;0;A;20.5958;5.7834;track;interp;;19;20.5958
1140;705;1140;1140;0;A;20.6257;5.8282;track;interp;;19.02;20.6257
1141;706;1141;1141;0;A;20.6257;5.8282;track;interp;;19.04;20.6257
1142;707;1142;1142;0;A;20.6257;5.8282;track;interp;;19.05;20.6257
1143;708;1143;1143;0;A;20.6257;5.8282;track;interp;;19.07;20.6257
1144;709;1144;1144;0;A;20.6257;5.8282;track;interp;;19.09;20.6257
1145;710;1145;1145;0;A;20.6557;5.8731;track;interp;;19.1;20.6557
1146;711;1146;1146;0;A;20.6557;5.8731;track;interp;;19.12;20.6557
1147;712;1147;1147;0;A;20.6557;5.8731;track;interp;;19.14;20.6557
1148;713;1148;1148;0;A;20.6557;5.8731;track;interp;;19.15;20.6557
1149;714;1149;1149;0;A;20.6557;5.8731;track;interp;;19.17;20.6557
1150;715;1150;1150;0;A;20.6858;5.9181;track;interp;;19.19;20.6858
1151;716;1151;1151;0;A;20.6858;5.9181;track;interp;;19.2;20.6858
1152;717;1152;1152;0;A;20.6858;5.9181;track;interp;;19.22;20.6858
1153;718;1153;1153;0;A;20.6858;5.9181;track;interp;;19.24;20.6858
1154;719;1154;1154;0;A;20.6858;5.9181;track;interp;;19.25;20.6858
1155;720;1155;1155;0;A;20.7161;5.9634;track;interp;;19.27;20.7161
1156;721;1156;1156;0;A;20.7161;5.9634;track;interp;;19.29;20.7161
1157;722;1157;1157;0;A;20.7161;5.9634;track;interp;;19.3;20.7161
1158;723;1158;1158;0;A;20.7161;5.9634;track;interp;;19.32;20.7161
1159;724;1159;1159;0;A;20.7161;5.9634;track;interp;;19.34;20.7161
1160;725;1160;1160;0;A;20.7464;6.0088;track;interp;;19.35;20.7464
1161;726;1161;1161;0;A;20.7464;6.0088;track;interp;;19.37;20.7464
1162;727;1162;1162;0;A;20.7464;6.0088;track;interp;;19.39;20.7464
1163;728;1163;1163;0;A;20.7464;6.0088;track;interp;;19.4;20.7464
1164;729;1164;1164;0;A;20.7464;6.0088;track;interp;;19.42;20.7464
1165;730;1165;1165;0;A;20.7769;6.0544;track;interp;;19.44;20.7769
1166;731;1166;1166;0;A;20.7769;6.0544;track;interp;;19.45;20.7769
1167;732;1167;1167;0;A;20.7769;6.0544;track;interp;;19.47;20.7769
1168;733;1168;1168;0;A;20.7769;6.0544;track;interp;;19.49;20.7769
1169;734;1169;1169;0;A;20.7769;6.0544;track;interp;;19.5;20.7769
1170;735;1170;1170;0;A;20.7769;6.0544;track;interp;;19.52;20.7769
1171;736;1171;1171;0;A;20.8076;6.1002;track;interp;;19.54;20.8076
